Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Manufacturer,,Platform,Manufacturerid
Batman: The Brave and the Bold the Videogame,DS,2010,Action,Warner Bros. Interactive Entertainment,0.23,0.04,0,0.02,0.29,74,14,8,8,WayForward,E10+,Nintendo,,,
The Sims 2,PC,2004,Simulation,Electronic Arts,0.02,0.24,0,0.04,0.29,90,61,8.8,676,Maxis,T,PC,,,
Phineas and Ferb Ride Again,DS,2010,Action,Disney Interactive Studios,0.24,0.03,0,0.02,0.29,,,tbd,,Altron,E,Nintendo,,,
Need for Speed Underground,GBA,2003,Racing,Electronic Arts,0.21,0.08,0,0.01,0.29,77,9,8.2,25,Pocketeers,E,Nintendo,,,
Def Jam Rapstar,X360,2010,Misc,Konami Digital Entertainment,0.25,0.02,0,0.02,0.29,74,36,5.4,9,"Terminal Reality, 4mm Games",T,Microsoft,,,
Power Pro Kun Pocket 4,GBA,2002,Sports,Konami Digital Entertainment,0,0,0.29,0.01,0.29,,,,,,,Nintendo,,,
Guardian Heroes,SAT,1995,Role-Playing,Sega,0,0,0.29,0,0.29,,,,,,,Sega,,,
Outlaw Golf,XB,2002,Sports,TDK Mediactive,0.22,0.06,0,0.01,0.29,72,23,6.9,9,Simon & Schuster,T,Microsoft,,,
Fisherman's Bait 2: Big Ol' Bass,PS,1999,Sports,Konami Digital Entertainment,0.16,0.11,0,0.02,0.29,,,,,,,Sony,,,
MySims SkyHeroes,Wii,2010,Action,Electronic Arts,0.16,0.1,0,0.03,0.29,67,9,5.2,5,Electronic Arts,E10+,Nintendo,,,
Mini Ninjas,X360,2009,Action,Eidos Interactive,0.12,0.14,0,0.03,0.29,73,44,8.4,38,Io Interactive,E10+,Microsoft,,,
Lupin the 3rd: Treasure of the Sorcerer King,PS2,2002,Adventure,505 Games,0.02,0.02,0.25,0.01,0.29,67,16,tbd,,Banpresto,T,Sony,,,
Disney Infinity,3DS,2013,Action,Disney Interactive Studios,0.17,0.1,0,0.02,0.29,,,,,,,Nintendo,,,
The LEGO Movie Videogame,PSV,2014,Action,Warner Bros. Interactive Entertainment,0.04,0.19,0,0.07,0.29,,,5.6,14,TT Games,E10+,Sony,,,
Kurohyou: Ryu ga Gotoku Shinshou,PSP,2010,Adventure,Sega,0,0,0.29,0,0.29,,,,,,,Sony,,,
Ben 10 Alien Force: Vilgax Attacks,PS2,2009,Action,D3Publisher,0.11,0.03,0,0.15,0.29,,,7,4,Papaya Studios,E10+,Sony,,,
NBA Street V3,GC,2005,Sports,Electronic Arts,0.23,0.06,0,0.01,0.29,88,36,8.4,16,EA Canada,E,Nintendo,,,
Nicktoons: Battle for Volcano Island,DS,2006,Action,THQ,0.27,0,0,0.02,0.29,59,6,tbd,,Natsume,E,Nintendo,,,
WinBack: Covert Operations,PS2,2000,Shooter,Midas Interactive Entertainment,0.14,0.11,0,0.04,0.29,66,11,7.7,20,Omega Force,T,Sony,,,
Kagero: Deception II,PS,1998,Strategy,Virgin Interactive,0.03,0.02,0.22,0.02,0.29,,,,,,,Sony,,,
Syphon Filter: Dark Mirror,PSP,2006,Shooter,Sony Computer Entertainment,0.26,0.01,0,0.03,0.29,87,58,9,118,Sony Bend,M,Sony,,,
Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,PS,2000,Sports,Konami Digital Entertainment,0,0,0.27,0.02,0.29,,,,,,,Sony,,,
Invizimals: Shadow Zone,PSP,2010,Strategy,Sony Computer Entertainment,0.05,0.16,0,0.08,0.29,,,9,4,Novarama,E10+,Sony,,,
Glory of Heracles,DS,2008,Role-Playing,Nintendo,0.19,0,0.08,0.01,0.29,69,23,7.3,18,Paon Corporation,E10+,Nintendo,,,
Rabbids: Alive & Kicking,X360,2011,Misc,Ubisoft,0.15,0.11,0,0.03,0.29,,,,,,,Microsoft,,,
Up,X360,2009,Action,THQ,0.2,0.07,0,0.03,0.29,61,18,6.8,6,Heavy Iron Studios,E10+,Microsoft,,,
Modnation Racers: Road Trip,PSV,2012,Racing,Sony Computer Entertainment,0.15,0.09,0,0.04,0.29,62,51,6.4,69,SCEA,E,Sony,,,
NBA Live 06,X360,2005,Sports,Electronic Arts,0.27,0,0,0.02,0.29,64,35,5.6,16,EA Canada,E,Microsoft,,,
ExerBeat,Wii,2010,Sports,Namco Bandai Games,0.1,0.16,0,0.03,0.29,60,9,7.6,5,Namco Bandai Games,E,Nintendo,,,
J-League Victory Goal '96,SAT,1996,Sports,Sega,0,0,0.29,0,0.29,,,,,,,Sega,,,
Need for Speed: Most Wanted,PC,2005,Racing,Electronic Arts,0.02,0.23,0,0.04,0.29,82,19,8.5,525,Black Box,T,PC,,,
Jeopardy! 2nd Edition,PS,2000,Misc,Hasbro Interactive,0.16,0.11,0,0.02,0.29,,,,,,,Sony,,,
SD Gundam G Century,PS,1997,Strategy,Namco Bandai Games,0,0,0.27,0.02,0.29,,,,,,,Sony,,,
Ratchet & Clank: Size Matters,PS2,2008,Platform,Sony Computer Entertainment,0.13,0.1,0.03,0.03,0.29,,,,,,,Sony,,,
Front Mission Evolved,PS3,2010,Shooter,Square Enix,0.09,0.06,0.11,0.03,0.29,58,42,6,30,Double Helix Games,T,Sony,,,
Ultimate Marvel vs. Capcom 3,PSV,2011,Fighting,Capcom,0.17,0.08,0,0.04,0.29,80,48,7.7,93,Capcom,T,Sony,,,
Little King's Story,Wii,2009,Strategy,Rising Star Games,0.14,0.1,0.02,0.02,0.29,87,50,8.8,86,Cing,T,Nintendo,,,
Atelier Iris 3: Grand Phantasm (US Sales),PS2,2006,Role-Playing,Tecmo Koei,0.14,0.11,0,0.04,0.29,,,,,,,Sony,,,
Itadaki Street 2: Neon Sign wa Bara Iro ni,SNES,1994,Misc,Enix Corporation,0,0,0.29,0,0.29,,,,,,,Nintendo,,,
Dynasty Warriors: Strikeforce,PS3,2009,Action,Tecmo Koei,0.11,0.07,0.07,0.03,0.29,64,27,7.3,15,Omega Force,T,Sony,,,
From TV Animation One Piece: Treasure Battle!,GC,2002,Fighting,Namco Bandai Games,0,0,0.28,0.01,0.29,,,,,,,Nintendo,,,
Alvin and the Chipmunks: The Squeakquel,DS,2009,Misc,Majesco Entertainment,0.27,0,0,0.02,0.29,,,tbd,,ImaginEngine,E,Nintendo,,,
Dolphin,2600,1983,Action,Activision,0.27,0.02,0,0,0.29,,,,,,,Atari,,,
NieR,X360,2010,Role-Playing,Square Enix,0.13,0.1,0.04,0.02,0.29,67,60,8.3,126,Cavia Inc.,M,Microsoft,,,
Zoo Tycoon 2 DS,DS,2008,Strategy,THQ,0.24,0.03,0,0.02,0.29,60,17,5.4,7,Altron,E,Nintendo,,,
Area 51,XB,2005,Shooter,Midway Games,0.22,0.06,0,0.01,0.29,72,43,8.1,16,Midway Studios - Austin,M,Microsoft,,,
Deadpool,PS4,2015,Action,Activision,0.14,0.11,0,0.05,0.29,60,11,5.7,68,High Moon Studios,M,Sony,,,
UEFA Euro 2016,PS4,2016,Sports,Konami Digital Entertainment,0,0.22,0.04,0.04,0.29,72,7,6.6,8,Konami,E,Sony,,,
Hamster Club 4: Shigessa Daidassou,GBA,2003,Simulation,Jorudan,0,0,0.28,0.01,0.29,,,,,,,Nintendo,,,
Imagine: Fashion Designer World Tour,DS,2009,Simulation,Ubisoft,0.27,0,0,0.02,0.29,,,tbd,,Virtual Toys,E,Nintendo,,,
Wanted: Weapons of Fate,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,0.14,0.1,0.01,0.04,0.29,61,56,7.1,25,GRIN,M,Sony,,,
Mega Man X8,PS2,2004,Platform,Capcom,0.14,0.11,0,0.04,0.29,68,23,8.5,63,"Valuewave Co.,Ltd.",E,Sony,,,
The Chronicles of Riddick: Assault on Dark Athena,X360,2009,Shooter,Atari,0.16,0.1,0,0.03,0.29,82,67,8.2,73,Starbreeze,M,Microsoft,,,
Ford Mustang: The Legend Lives,PS2,2005,Racing,Take-Two Interactive,0.14,0.11,0,0.04,0.29,58,5,7.3,8,Eutechnyx,E,Sony,,,
Fast Food,2600,1981,Action,Unknown,0.27,0.02,0,0,0.29,,,,,,,Atari,,,
TouchMaster: Connect,DS,2010,Puzzle,Warner Bros. Interactive Entertainment,0.1,0.16,0,0.03,0.29,,,tbd,,DoubleTap Games,E,Nintendo,,,
FlatOut: Head On,PSP,2008,Racing,Empire Interactive,0.13,0.1,0,0.06,0.29,74,28,8.2,21,Bugbear,T,Sony,,,
Jikkyou Powerful Pro Yakyuu 8,PS2,2001,Sports,Konami Digital Entertainment,0,0,0.29,0,0.29,,,,,,,Sony,,,
Jeremy McGrath Supercross 2000,N64,1999,Racing,Acclaim Entertainment,0.23,0.06,0,0,0.29,,,,,,,Nintendo,,,
Supercross 2000,N64,1999,Racing,Electronic Arts,0.23,0.06,0,0,0.29,,,,,,,Nintendo,,,
War Gods,N64,1997,Fighting,Midway Games,0.23,0.06,0,0,0.29,,,,,,,Nintendo,,,
Viz,N64,1998,Racing,Acclaim Entertainment,0.23,0.06,0,0,0.29,,,,,,,Nintendo,,,
Top Gear Overdrive,N64,1998,Racing,Kemco,0.23,0.06,0,0,0.29,,,,,,,Nintendo,,,
Ken Griffey Jr.'s Slugfest,N64,1999,Sports,Nintendo,0.23,0.06,0,0,0.29,,,,,,,Nintendo,,,
The New Tetris,N64,1999,Puzzle,Nintendo,0.22,0.05,0.02,0,0.29,,,,,,,Nintendo,,,
Xena: Warrior Princess - The Talisman of Fate,N64,1999,Fighting,Titus,0.23,0.06,0,0,0.29,,,,,,,Nintendo,,,
The Godfather: Dons Edition,PS3,2007,Action,Electronic Arts,0.25,0.02,0,0.03,0.29,,,,,,,Sony,,,
Duel Masters: Sempai Legends,GBA,2003,Misc,Atari,0.21,0.08,0,0.01,0.29,69,19,8,5,Mistic Software,E,Nintendo,,,
Marvel Super Hero Squad,PS2,2009,Fighting,THQ,0.14,0.11,0,0.04,0.29,,,tbd,,THQ,E10+,Sony,,,
John Deere: Harvest in the Heartland,DS,2007,Simulation,Ubisoft,0.23,0.03,0,0.02,0.29,43,7,tbd,,Black Lantern Studios,E,Nintendo,,,
Harvest Moon: Magical Melody,Wii,2008,Simulation,Rising Star Games,0.23,0.03,0,0.02,0.29,69,14,8.8,17,Marvelous Entertainment,E,Nintendo,,,
Resident Evil: Revelations 2,PS3,2015,Action,Capcom,0.06,0.05,0.16,0.02,0.29,,,6.8,48,Capcom,M,Sony,,,
Heroes of the Pacific,PS2,2005,Simulation,Codemasters,0.14,0.11,0,0.04,0.29,76,31,8.4,15,IR Gurus,T,Sony,,,
Prince of Persia: Rival Swords,Wii,2007,Action,Ubisoft,0.24,0.02,0,0.02,0.29,70,30,7.7,21,Ubisoft Montreal,T,Nintendo,,,
The Lord of the Rings: The Third Age,GC,2004,Role-Playing,Electronic Arts,0.22,0.06,0,0.01,0.29,74,25,7.8,19,EA Games,T,Nintendo,,,
Trace Memory,DS,2005,Adventure,Nintendo,0.15,0.01,0.12,0.01,0.29,70,51,8.1,42,Cing,T,Nintendo,,,
X-Men Legends II: Rise of Apocalypse,PSP,2005,Role-Playing,Activision,0.25,0.01,0,0.02,0.29,84,30,8.2,43,Vicarious Visions,T,Sony,,,
Nicktoons: Battle for Volcano Island,GC,N/A,Action,Unknown,0.22,0.06,0,0.01,0.29,,,7,4,Blue Tongue Entertainment,E,Nintendo,,,
Just Dance Wii 2,Wii,2012,Misc,Nintendo,0,0,0.29,0,0.29,,,,,,,Nintendo,,,
Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,PSV,2013,Fighting,Marvelous Entertainment,0.08,0.02,0.16,0.03,0.29,,,,,,,Sony,,,
Borderlands: The Pre-Sequel,PC,2014,Shooter,Take-Two Interactive,0.11,0.15,0,0.02,0.29,75,55,6.2,703,2K Australia,M,PC,,,
Madden NFL 08,XB,2007,Sports,Electronic Arts,0.22,0.06,0,0.01,0.29,76,6,6,4,EA Tiburon,E,Microsoft,,,
DX Game of Life,PS,1996,Misc,Takara,0,0,0.27,0.02,0.29,,,,,,,Sony,,,
Trauma Center: New Blood,Wii,2007,Simulation,Nintendo,0.22,0.04,0.01,0.02,0.29,77,43,8,20,Atlus,T,Nintendo,,,
Starhawk,PS3,2012,Action,Sony Computer Entertainment,0.18,0.05,0.03,0.03,0.29,77,71,7.8,188,LightBox Interactive,T,Sony,,,
Pirates of the Caribbean,XB,2003,Role-Playing,Ubisoft,0.22,0.06,0,0.01,0.29,65,30,7.4,27,Akella,T,Microsoft,,,
FIFA Soccer 13,3DS,2012,Action,Electronic Arts,0.06,0.2,0,0.03,0.29,68,4,3.7,16,Electronic Arts,E,Nintendo,,,
Ace Combat: Joint Assault,PSP,2010,Simulation,Namco Bandai Games,0.06,0.05,0.15,0.03,0.29,71,30,7.2,12,Project Aces,T,Sony,,,
The Punisher,XB,2005,Action,THQ,0.22,0.06,0,0.01,0.29,,,,,,,Microsoft,,,
MLB Pennant Race,PS,1996,Sports,Sony Computer Entertainment,0.16,0.11,0,0.02,0.29,,,,,,,Sony,,,
The BIGS 2,Wii,2009,Sports,Take-Two Interactive,0.26,0.01,0,0.02,0.29,68,5,8.5,6,Blue Castle Games,E10+,Nintendo,,,
Shrek: Forever After,Wii,2010,Platform,Activision,0.18,0.09,0,0.03,0.29,,,tbd,,Xpec,E10+,Nintendo,,,
Turning Point: Fall of Liberty,X360,2008,Shooter,Codemasters,0.23,0.04,0,0.02,0.29,43,44,6.8,87,Spark Unlimited,T,Microsoft,,,
SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan,SNES,1991,Role-Playing,Angel Studios,0,0,0.29,0,0.29,,,,,,,Nintendo,,,
Karaoke Revolution Glee: Volume 3,Wii,2011,Misc,Konami Digital Entertainment,0.23,0.04,0,0.02,0.29,,,tbd,,Hijinx Studios,T,Nintendo,,,
Sonic Boom: Shattered Crystal,3DS,2014,Action,Sega,0.17,0.09,0,0.03,0.29,47,21,6.3,160,Sanzaru Games,E,Nintendo,,,
Shrek Super Party,PS2,2002,Misc,TDK Mediactive,0.14,0.11,0,0.04,0.29,30,4,5.1,17,Mass Media,E,Sony,,,
MLB Power Pros,Wii,2007,Sports,Konami Digital Entertainment,0.23,0,0.04,0.02,0.29,83,12,8.4,45,Konami,E,Nintendo,,,
Mah Jong Quest: Expeditions,DS,2007,Puzzle,Avanquest,0.02,0.25,0,0.01,0.29,,,tbd,,Game Brains,E,Nintendo,,,
Sakura Wars 4: Koi Seyo,Otome,DC,2002,Adventure,Sega,0,0,0.29,0,0.29,,,,,,#N/A,,,
Sakura Wars: So Long,My Love,PS2,2005,Role-Playing,Sega,0.07,0.05,0.15,0.02,0.29,81,15,7.3,26,RED Entertainment,#N/A,,,
Dynasty Tactics,PS2,2002,Strategy,Tecmo Koei,0.06,0.05,0.16,0.02,0.29,79,14,8.1,31,Koei,T,Sony,,,
Call of Juarez: The Cartel,PS3,2011,Shooter,Ubisoft,0.12,0.12,0,0.05,0.29,45,42,5.5,74,Techland,M,Sony,,,
Snowboarding,PS,2000,Sports,Midas Interactive Entertainment,0.16,0.11,0,0.02,0.29,,,,,,,Sony,,,
Sesame Street: Cookie's Counting Carnival,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.27,0,0,0.02,0.29,,,tbd,,Black Lantern Studios,EC,Nintendo,,,
Angry Birds Star Wars,PS3,2013,Strategy,Activision,0.1,0.14,0,0.05,0.29,49,6,3.6,23,Exient Entertainment,E,Sony,,,
Metal Gear Solid V: Ground Zeroes,XOne,2014,Action,Konami Digital Entertainment,0.15,0.11,0,0.02,0.29,76,13,5.4,348,Kojima Productions,M,Microsoft,,,
SimCity 4,PC,2003,Simulation,Electronic Arts,0.01,0.24,0,0.03,0.29,84,36,8.7,268,Maxis,E,PC,,,
James Bond 007: Legends,X360,2012,Shooter,Activision,0.13,0.13,0,0.03,0.29,,,,,,,Microsoft,,,
Puzzle Quest: Challenge of the Warlords,Wii,2007,Puzzle,D3Publisher,0.26,0,0,0.02,0.29,71,17,6.2,5,Vicious Cycle,E10+,Nintendo,,,
Dragon Ball Heroes: Ultimate Mission,3DS,2013,Misc,Namco Bandai Games,0,0,0.29,0,0.29,,,,,,,Nintendo,,,
One Piece Unlimited Cruise 2: Awakening of a Hero,Wii,2009,Action,Namco Bandai Games,0,0.1,0.17,0.02,0.29,,,,,,,Nintendo,,,
Surf's Up,PS2,2007,Sports,Ubisoft,0.14,0.11,0,0.04,0.29,60,4,tbd,,Ubisoft Montreal,E10+,Sony,,,
Looney Tunes Racing,PS,2000,Racing,Infogrames,0.16,0.11,0,0.02,0.29,71,11,tbd,,Circus Freak,E,Sony,,,
Disgaea 5: Alliance of Vengeance,PS4,2015,Role-Playing,Nippon Ichi Software,0.11,0.08,0.06,0.04,0.29,80,43,8.1,173,Nippon Ichi Software,T,Sony,,,
Final Fantasy X-2: International + Last Mission,PS2,2004,Role-Playing,Square Enix,0,0,0.29,0,0.29,,,,,,,Sony,,,
Namco Museum Vol.2,PS,1996,Misc,Sony Computer Entertainment,0.03,0.02,0.21,0.02,0.29,,,,,,,Sony,,,
Sengoku Basara: Samurai Heroes,Wii,2010,Action,Capcom,0.06,0.01,0.2,0.01,0.29,65,18,8.8,13,Capcom,T,Nintendo,,,
Rayman 3: Hoodlum Havoc,PS2,2003,Platform,Ubisoft,0.14,0.11,0,0.04,0.29,76,21,8.6,38,Ubisoft,E,Sony,,,
Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,DS,2008,Adventure,Konami Digital Entertainment,0,0,0.29,0,0.29,,,,,,,Nintendo,,,
Warriors Orochi 2,PSP,2008,Action,Tecmo Koei,0.06,0,0.22,0.01,0.29,56,14,7.5,4,Omega Force,T,Sony,,,
Feel the Magic XY/XX,DS,2004,Puzzle,Sega,0.17,0,0.1,0.02,0.29,75,55,8.1,18,Sonic Team,T,Nintendo,,,
Psi-Ops: The Mindgate Conspiracy,PS2,2004,Shooter,Midway Games,0.14,0.11,0,0.04,0.29,84,46,8.9,27,Midway,M,Sony,,,
Tomba! 2: The Evil Swine Return,PS,1999,Platform,Sony Computer Entertainment,0.16,0.11,0,0.02,0.29,,,,,,,Sony,,,
Dragon Quest: Shounen Yangus to Fushigi no Dungeon,PS2,2006,Role-Playing,Square Enix,0,0,0.29,0,0.29,,,,,,,Sony,,,
Neopets Puzzle Adventure,DS,2008,Puzzle,Capcom,0.26,0,0,0.02,0.29,70,12,tbd,,Infinite Interactive,E,Nintendo,,,
BeatMania Append 4thMix: The beat goes on,PS,1999,Simulation,Konami Digital Entertainment,0,0,0.27,0.02,0.29,,,,,,,Sony,,,
Romance of the Three Kingdoms III: Dragon of Destiny,SNES,1992,Strategy,Tecmo Koei,0,0,0.29,0,0.29,,,,,,,Nintendo,,,
Power Pro Kun Pocket 11,DS,2008,Sports,Konami Digital Entertainment,0,0,0.29,0,0.29,,,,,,,Nintendo,,,
Sonic & All-Stars Racing Transformed,3DS,2012,Racing,Sega,0.12,0.14,0,0.02,0.29,,,,,,,Nintendo,,,
Dead Rising: Chop Till You Drop,Wii,2009,Action,Capcom,0.15,0.07,0.05,0.02,0.29,61,30,6.5,35,TOSE,M,Nintendo,,,
Purr Pals,Wii,2008,Simulation,Deep Silver,0.26,0,0,0.02,0.29,,,tbd,,Crave,E,Nintendo,,,
Spyro: A Hero's Tail,GC,2004,Platform,Vivendi Games,0.22,0.06,0,0.01,0.29,62,13,8.3,10,Eurocom Entertainment Software,E,Nintendo,,,
NASCAR 08,X360,2007,Racing,Electronic Arts,0.26,0,0,0.02,0.29,59,29,5.2,30,EA Tiburon,E,Microsoft,,,
Battle & Get! Pokemon Typing DS,DS,2011,Misc,Nintendo,0,0,0.29,0,0.29,,,,,,,Nintendo,,,
World of Tanks,PC,2011,Shooter,Wargaming.net,0,0.23,0,0.05,0.29,80,38,3.7,1466,Wargaming.net,T,PC,,,
Links 2004,XB,2003,Sports,Microsoft Game Studios,0.21,0.06,0,0.01,0.29,80,41,9,9,Indie Built,E,Microsoft,,,
PGA Tour 97,PS,1996,Sports,Electronic Arts,0.16,0.11,0,0.02,0.29,,,,,,,Sony,,,
Majin and the Forsaken Kingdom,PS3,2010,Adventure,Namco Bandai Games,0.09,0.13,0.01,0.05,0.29,72,49,7.9,35,Game Republic,T,Sony,,,
Assassin's Creed IV: Black Flag,WiiU,2013,Action,Ubisoft,0.17,0.09,0,0.03,0.29,86,5,7.7,207,Ubisoft,M,Nintendo,,,
Earthworm Jim,GBA,2001,Platform,Interplay,0.2,0.08,0,0.01,0.29,72,10,5.7,6,Game Titan,E,Nintendo,,,
Tales of Phantasia,GBA,2003,Role-Playing,Nintendo,0.08,0.03,0.17,0.01,0.29,76,29,8.1,24,Namco,E10+,Nintendo,,,
Bratz: Super Babyz,DS,2008,Action,THQ,0.26,0,0,0.02,0.28,50,4,tbd,,Creat Studios,E,Nintendo,,,
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS4,2016,Action,Square Enix,0,0,0.28,0,0.28,,,,,,,Sony,,,
Monster 4x4: Masters of Metal,PS2,2003,Racing,Ubisoft,0.14,0.11,0,0.04,0.28,48,9,8.3,13,Ubisoft,E,Sony,,,
SingStar Country,PS2,2008,Misc,Sony Computer Entertainment,0.14,0.11,0,0.04,0.28,75,13,tbd,,SCEE London Studio,T,Sony,,,
VMX Racing,PS,1997,Racing,Playmates,0.16,0.11,0,0.02,0.28,,,,,,,Sony,,,
Hot Shots Golf: World Invitational,PS3,2012,Sports,Sony Computer Entertainment,0,0,0.28,0,0.28,,,7.9,9,Clap Hanz,E,Sony,,,
Harvest Moon DS Cute (US sales),DS,2005,Simulation,Marvelous Interactive,0.28,0,0,0,0.28,,,,,,,Nintendo,,,
Disney's Extreme Skate Adventure,GBA,2003,Sports,Activision,0.2,0.08,0,0.01,0.28,70,6,tbd,,Vicarious Visions,E,Nintendo,,,
Dragon Ball GT: Transformation,GBA,2005,Action,Atari,0.2,0.08,0,0.01,0.28,69,12,8.2,26,Webfoot Technologies,E10+,Nintendo,,,
Super Fire ProWrestling X,SNES,1995,Fighting,Human Entertainment,0,0,0.28,0,0.28,,,,,,,Nintendo,,,
Battlefield: Hardline,X360,2015,Shooter,Electronic Arts,0.17,0.09,0,0.03,0.28,,,4.1,65,Visceral Games,M,Microsoft,,,
International Superstar Soccer,SNES,1994,Sports,Konami Digital Entertainment,0,0,0.28,0,0.28,,,,,,,Nintendo,,,
Tigger's Honey Hunt,PS,2000,Platform,Ubisoft,0.16,0.11,0,0.02,0.28,,,,,,,Sony,,,
FIFA 15,PC,2014,Sports,Electronic Arts,0,0.27,0,0.02,0.28,82,9,4.2,383,EA Sports,E,PC,,,
The Warriors,XB,2005,Action,Take-Two Interactive,0.21,0.06,0,0.01,0.28,85,55,8.2,21,Rockstar Toronto,M,Microsoft,,,
Shadow Hearts,PS2,2001,Role-Playing,Midway Games,0.09,0.07,0.1,0.02,0.28,73,24,8.8,55,Sacnoth,M,Sony,,,
Dragon Ball Z: Budokai Tenkaichi 2,Wii,2006,Fighting,Atari,0.24,0.03,0,0.02,0.28,72,37,8.5,40,Spike,T,Nintendo,,,
Haven: Call of the King,PS2,N/A,Platform,Midway Games,0.14,0.11,0,0.04,0.28,69,26,6.9,15,Traveller's Tales,T,Sony,,,
Street Hoops,XB,2002,Sports,Activision,0.21,0.06,0,0.01,0.28,58,22,8,4,Black Ops Entertainment,T,Microsoft,,,
Yu-Gi-Oh! Double Pack,GBA,2006,Role-Playing,Konami Digital Entertainment,0.2,0.08,0,0.01,0.28,,,,,,,Nintendo,,,
X-Men: Reign of Apocalypse,GBA,2001,Action,Activision,0.2,0.08,0,0.01,0.28,61,10,tbd,,Digital Eclipse,E,Nintendo,,,
R: Racing Evolution,PS2,2003,Racing,Namco Bandai Games,0.14,0.11,0,0.04,0.28,66,35,6.2,5,Namco,T,Sony,,,
Netsu Chu! Pro Yakyuu 2003,PS2,2003,Sports,Namco Bandai Games,0,0,0.28,0,0.28,,,,,,,Sony,,,
Jewel Quest Mysteries: Curse of the Emerald Tear,DS,2010,Puzzle,Avanquest,0,0.25,0,0.04,0.28,,,,,,,Nintendo,,,
The Golden Compass,PS3,2007,Action,Sega,0.14,0.1,0,0.05,0.28,40,17,4.8,16,Shiny Entertainment,E10+,Sony,,,
ATV Quad Power Racing 2,GC,2003,Racing,Acclaim Entertainment,0.22,0.06,0,0.01,0.28,70,18,9,4,Climax Group,E,Nintendo,,,
Digimon Adventure: Anode Tamer,WS,1999,Role-Playing,Namco Bandai Games,0,0,0.28,0,0.28,,,,,,,#N/A,,,
Hatsune Miku: Project Diva f,PS3,2013,Misc,Sega,0.08,0,0.19,0.02,0.28,73,10,8.4,108,Sega,T,Sony,,,
Fantastic 4: Flame On,GBA,2005,Action,Activision,0.2,0.08,0,0.01,0.28,,,,,,,Nintendo,,,
Divinity: Original Sin,PS4,2015,Role-Playing,Focus Home Interactive,0.1,0.12,0.02,0.04,0.28,,,,,,,Sony,,,
Marvel Nemesis: Rise of the Imperfects,XB,2005,Fighting,Electronic Arts,0.21,0.06,0,0.01,0.28,58,34,7.5,20,"EA Canada, Nihilistic",T,Microsoft,,,
The King of Fighters '95,SAT,1995,Fighting,SNK Playmore,0,0,0.28,0,0.28,,,,,,,Sega,,,
F/A-18F Super Hornet,GBA,2004,Simulation,Majesco Entertainment,0.2,0.08,0,0.01,0.28,,,,,,,Nintendo,,,
Final Fantasy VI Advance,GBA,2006,Role-Playing,Nintendo,0,0,0.28,0.01,0.28,92,25,8.4,190,TOSE,E10+,Nintendo,,,
LEGO The Lord of the Rings,PSV,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.13,0,0.06,0.28,54,8,5.6,35,TT Games,E10+,Sony,,,
Polaris,2600,1982,Action,Tigervision,0.26,0.02,0,0,0.28,,,,,,,Atari,,,
All Star Cheer Squad,DS,2008,Sports,THQ,0.26,0,0,0.02,0.28,,,tbd,,Gorilla Games,E,Nintendo,,,
Viewtiful Joe,PS2,2004,Action,Capcom,0.14,0.11,0,0.04,0.28,90,34,8.5,35,Clover Studio,T,Sony,,,
Triple Play 2000,N64,1999,Sports,Electronic Arts,0.27,0.01,0,0,0.28,,,,,,,Nintendo,,,
DeathSmiles,X360,2009,Shooter,Rising Star Games,0.15,0.06,0.05,0.02,0.28,76,29,8.4,47,Cave,T,Microsoft,,,
Baby Pals,DS,2007,Simulation,THQ,0.26,0.01,0,0.02,0.28,,,tbd,,Brain Toys,E,Nintendo,,,
Fable: The Journey,X360,2012,Role-Playing,Microsoft Game Studios,0.18,0.08,0,0.02,0.28,61,70,4.8,80,Lionhead Studios,T,Microsoft,,,
Bratz Ponyz,DS,2007,Adventure,Game Factory,0.26,0,0,0.02,0.28,,,tbd,,Neko Entertainment,E,Nintendo,,,
Arcade Hits: Frisky Tom,PS,2002,Action,Hamster Corporation,0.16,0.11,0,0.02,0.28,,,,,,,Sony,,,
Junior Brain Trainer 2,DS,2010,Misc,GSP,0.04,0.2,0,0.03,0.28,,,tbd,,Sanuk Games,E,Nintendo,,,
Bladestorm: The Hundred Years' War,PS3,2007,Action,Tecmo Koei,0.1,0.03,0.14,0.02,0.28,58,23,7.9,28,Omega Force,T,Sony,,,
SAW,X360,2009,Action,Konami Digital Entertainment,0.13,0.12,0,0.03,0.28,59,39,7.4,50,Zombie Studios,M,Microsoft,,,
Chromehounds,X360,2006,Simulation,Sega,0.24,0,0.01,0.02,0.28,71,60,7,72,From Software,T,Microsoft,,,
Harry Potter and the Sorcerer's Stone,PS2,2003,Action,Electronic Arts,0.14,0.11,0,0.04,0.28,56,14,7.6,21,Warthog,E,Sony,,,
